customer_id,customer_name,city,last_booking_date,recency,frequency,monetary,gender,age,R_score,F_score,M_score,RFM_score,RFM_code,segment
CUST01338,Customer 1338,Tirunelveli,2026-01-29,335,3,6753.86,Other,38,2,3,3,8,233,At Risk
CUST01339,Customer 1339,Chennai,2026-11-05,55,2,5196.84,Male,24,5,1,2,8,512,New Customers
CUST01340,Customer 1340,Hyderabad,2026-11-03,57,5,9014.3,Male,60,5,4,4,13,544,Champions
CUST01341,Customer 1341,Erode,2026-06-14,199,7,25426.04,Female,40,3,5,5,13,355,Loyal Customers
CUST01343,Customer 1343,Coimbatore,2026-04-14,260,4,6884.6,Female,29,2,4,3,9,243,At Risk
CUST01344,Customer 1344,Salem,2026-02-11,322,6,17735.0,Female,47,2,5,5,12,255,At Risk
CUST01346,Customer 1346,Madurai,2026-10-27,64,6,11384.22,Female,59,5,5,5,15,555,Champions
CUST01347,Customer 1347,Pondicherry,2026-05-31,213,8,16175.23,Male,62,3,5,5,13,355,Loyal Customers
CUST01348,Customer 1348,Tirunelveli,2026-09-13,108,2,2252.16,Male,24,4,1,1,6,411,New Customers
CUST01349,Customer 1349,Hyderabad,2026-12-07,23,3,5082.03,Female,54,5,3,2,10,532,Potential Loyalists
CUST01350,Customer 1350,Tirunelveli,2026-07-18,165,5,9573.25,Male,57,3,4,4,11,344,Loyal Customers
CUST01351,Customer 1351,Chennai,2026-08-25,127,2,3542.56,Female,57,4,1,2,7,412,New Customers
CUST01352,Customer 1352,Madurai,2026-08-03,149,3,9174.95,Other,64,4,3,4,11,434,Big Spenders
CUST01353,Customer 1353,Tirunelveli,2026-11-10,50,6,9921.029999999999,Female,25,5,5,4,14,554,Champions
CUST01354,Customer 1354,Salem,2025-09-14,472,1,1111.7,Male,22,1,1,1,3,111,Lost Customers
CUST01355,Customer 1355,Pondicherry,2026-09-25,96,3,5650.27,Female,18,4,3,3,10,433,Potential Loyalists
CUST01356,Customer 1356,Pondicherry,2025-08-23,494,1,2864.24,Other,51,1,1,1,3,111,Lost Customers
CUST01357,Customer 1357,Trichy,2026-11-05,55,1,1099.62,Other,54,5,1,1,7,511,New Customers
CUST01358,Customer 1358,Vellore,2026-08-23,129,5,5309.759999999999,Female,51,4,4,2,10,442,Loyal Customers
CUST01359,Customer 1359,Coimbatore,2026-12-13,17,7,16193.55,Other,57,5,5,5,15,555,Champions
CUST01360,Customer 1360,Trichy,2026-10-27,64,4,11160.11,Other,64,5,4,5,14,545,Champions
CUST01361,Customer 1361,Hyderabad,2026-07-04,179,2,2779.29,Female,60,3,1,1,5,311,Need Attention
CUST01362,Customer 1362,Vellore,2025-11-11,414,1,1760.28,Female,27,1,1,1,3,111,Lost Customers
CUST01363,Customer 1363,Hyderabad,2026-08-25,127,4,14334.76,Male,18,4,4,5,13,445,Champions
CUST01364,Customer 1364,Erode,2026-04-02,272,4,9020.97,Other,48,2,4,4,10,244,At Risk
CUST01365,Customer 1365,Erode,2026-09-16,105,2,3473.56,Male,22,4,1,2,7,412,New Customers
CUST01366,Customer 1366,Salem,2026-07-23,160,4,7500.77,Male,39,3,4,3,10,343,Loyal Customers
CUST01367,Customer 1367,Vellore,2026-06-02,211,5,10439.56,Other,32,3,4,4,11,344,Loyal Customers
CUST01368,Customer 1368,Trichy,2026-03-30,275,2,3456.9300000000003,Female,43,2,1,2,5,212,Need Attention
CUST01369,Customer 1369,Bengaluru,2026-05-23,221,4,14824.550000000001,Female,46,3,4,5,12,345,Loyal Customers
CUST01370,Customer 1370,Erode,2026-07-29,154,5,15393.31,Male,49,3,4,5,12,345,Loyal Customers
CUST01371,Customer 1371,Pondicherry,2025-08-31,486,4,9398.529999999999,Male,49,1,4,4,9,144,At Risk
CUST01372,Customer 1372,Tirunelveli,2025-06-06,572,3,5415.89,Male,24,1,3,2,6,132,At Risk
CUST01373,Customer 1373,Vellore,2026-08-10,142,4,15920.67,Male,53,4,4,5,13,445,Champions
CUST01374,Customer 1374,Bengaluru,2025-06-12,566,2,2783.1899999999996,Male,56,1,1,1,3,111,Lost Customers
CUST01375,Customer 1375,Vellore,2025-12-02,393,2,3818.73,Female,50,1,1,2,4,112,Lost Customers
CUST01376,Customer 1376,Erode,2026-07-22,161,5,9023.650000000001,Other,60,3,4,4,11,344,Loyal Customers
CUST01377,Customer 1377,Trichy,2026-05-04,240,6,13892.4,Female,21,3,5,5,13,355,Loyal Customers
CUST01378,Customer 1378,Vellore,2026-08-06,146,2,3511.51,Female,39,4,1,2,7,412,New Customers
CUST01379,Customer 1379,Erode,2026-07-11,172,2,1933.57,Other,56,3,1,1,5,311,Need Attention
CUST01380,Customer 1380,Pondicherry,2026-07-03,180,3,5860.030000000001,Other,41,3,3,3,9,333,Need Attention
CUST01381,Customer 1381,Hyderabad,2026-04-21,253,1,2229.76,Male,24,2,1,1,4,211,Need Attention
CUST01382,Customer 1382,Thanjavur,2026-07-17,166,2,1930.8,Male,39,3,1,1,5,311,Need Attention
CUST01383,Customer 1383,Vellore,2026-05-20,224,4,6806.31,Other,36,3,4,3,10,343,Loyal Customers
CUST01384,Customer 1384,Coimbatore,2025-01-25,704,3,6598.0,Female,62,1,3,3,7,133,At Risk
CUST01385,Customer 1385,Madurai,2026-09-23,98,2,2586.6299999999997,Male,49,4,1,1,6,411,New Customers
CUST01386,Customer 1386,Pondicherry,2025-12-12,383,4,7152.08,Other,65,1,4,3,8,143,At Risk
CUST01387,Customer 1387,Bengaluru,2026-02-27,306,3,6895.49,Male,34,2,3,3,8,233,At Risk
CUST01388,Customer 1388,Tirunelveli,2026-09-08,113,1,1181.22,Male,25,4,1,1,6,411,New Customers
CUST01389,Customer 1389,Pondicherry,2026-01-15,349,2,2663.34,Female,30,2,1,1,4,211,Need Attention
CUST01390,Customer 1390,Chennai,2026-07-27,156,4,7045.77,Male,44,3,4,3,10,343,Loyal Customers
CUST01391,Customer 1391,Coimbatore,2026-02-12,321,2,5638.9400000000005,Other,55,2,1,3,6,213,Need Attention
CUST01392,Customer 1392,Hyderabad,2026-09-11,110,5,18415.63,Female,47,4,4,5,13,445,Champions
CUST01393,Customer 1393,Erode,2026-07-05,178,2,3801.9100000000003,Other,26,3,1,2,6,312,Need Attention
CUST01394,Customer 1394,Chennai,2026-08-29,123,2,3013.75,Other,65,4,1,1,6,411,New Customers
CUST01395,Customer 1395,Erode,2026-10-02,89,4,6394.47,Female,55,5,4,3,12,543,Loyal Customers
CUST01396,Customer 1396,Bengaluru,2026-08-28,124,4,10107.34,Male,62,4,4,4,12,444,Champions
CUST01397,Customer 1397,Coimbatore,2026-05-15,229,4,5105.79,Other,26,3,4,2,9,342,Loyal Customers
CUST01398,Customer 1398,Bengaluru,2026-09-15,106,6,13691.199999999999,Other,56,4,5,5,14,455,Champions
CUST01399,Customer 1399,Tirunelveli,2025-08-08,509,1,813.15,Other,42,1,1,1,3,111,Lost Customers
CUST01400,Customer 1400,Salem,2026-09-03,118,4,9263.880000000001,Other,33,4,4,4,12,444,Champions
CUST01401,Customer 1401,Erode,2026-07-14,169,4,13630.77,Female,36,3,4,5,12,345,Loyal Customers
CUST01402,Customer 1402,Tirunelveli,2026-09-15,106,4,6457.21,Male,26,4,4,3,11,443,Loyal Customers
CUST01403,Customer 1403,Vellore,2026-09-27,94,7,12717.71,Other,65,5,5,5,15,555,Champions
CUST01404,Customer 1404,Thanjavur,2026-08-14,138,4,10510.23,Other,53,4,4,4,12,444,Champions
CUST01405,Customer 1405,Hyderabad,2025-12-10,385,1,881.93,Other,53,1,1,1,3,111,Lost Customers
CUST01406,Customer 1406,Bengaluru,2026-02-19,314,2,5248.01,Male,31,2,1,2,5,212,Need Attention
CUST01407,Customer 1407,Thanjavur,2025-08-22,495,2,5976.8,Female,61,1,1,3,5,113,Lost Customers
CUST01408,Customer 1408,Hyderabad,2025-07-11,537,1,2011.6,Male,63,1,1,1,3,111,Lost Customers
CUST01409,Customer 1409,Pondicherry,2026-08-25,127,3,11945.17,Other,52,4,3,5,12,435,Big Spenders
CUST01410,Customer 1410,Coimbatore,2026-02-21,312,4,14256.67,Female,63,2,4,5,11,245,At Risk
CUST01411,Customer 1411,Erode,2026-01-13,351,4,15119.46,Female,53,2,4,5,11,245,At Risk
CUST01412,Customer 1412,Pondicherry,2026-10-31,60,4,4456.13,Other,60,5,4,2,11,542,Loyal Customers
CUST01413,Customer 1413,Vellore,2025-11-15,410,1,1369.3,Other,65,1,1,1,3,111,Lost Customers
CUST01414,Customer 1414,Vellore,2026-07-02,181,7,22016.370000000003,Female,18,3,5,5,13,355,Loyal Customers
CUST01415,Customer 1415,Madurai,2026-10-24,67,4,6186.1,Male,42,5,4,3,12,543,Loyal Customers
CUST01416,Customer 1416,Trichy,2026-07-06,177,2,1190.24,Other,21,3,1,1,5,311,Need Attention
CUST01417,Customer 1417,Hyderabad,2026-07-11,172,4,8537.96,Male,36,3,4,4,11,344,Loyal Customers
CUST01418,Customer 1418,Pondicherry,2026-09-09,112,2,6671.040000000001,Male,21,4,1,3,8,413,New Customers
CUST01419,Customer 1419,Vellore,2026-11-07,53,4,8016.92,Female,31,5,4,4,13,544,Champions
CUST01420,Customer 1420,Coimbatore,2025-05-26,583,1,2428.06,Female,46,1,1,1,3,111,Lost Customers
CUST01421,Customer 1421,Vellore,2026-11-17,43,6,16522.02,Other,65,5,5,5,15,555,Champions
CUST01422,Customer 1422,Hyderabad,2026-08-25,127,4,6341.610000000001,Male,65,4,4,3,11,443,Loyal Customers
CUST01423,Customer 1423,Vellore,2026-06-18,195,2,3089.26,Female,33,3,1,1,5,311,Need Attention
CUST01424,Customer 1424,Pondicherry,2026-02-10,323,4,5694.9400000000005,Other,36,2,4,3,9,243,At Risk
CUST01425,Customer 1425,Tirunelveli,2026-11-30,30,4,11234.36,Male,42,5,4,5,14,545,Champions
CUST01426,Customer 1426,Vellore,2025-05-06,603,2,2978.23,Other,38,1,1,1,3,111,Lost Customers
CUST01427,Customer 1427,Salem,2026-01-02,362,3,7922.76,Male,65,2,3,4,9,234,At Risk
CUST01428,Customer 1428,Trichy,2026-09-01,120,2,6799.13,Other,46,4,1,3,8,413,New Customers
CUST01429,Customer 1429,Hyderabad,2025-02-15,683,1,3097.08,Other,63,1,1,1,3,111,Lost Customers
CUST01430,Customer 1430,Pondicherry,2026-09-29,92,4,9151.599999999999,Other,52,5,4,4,13,544,Champions
CUST01431,Customer 1431,Trichy,2025-07-14,534,3,10328.22,Male,64,1,3,4,8,134,At Risk
CUST01432,Customer 1432,Hyderabad,2026-02-10,323,4,6330.2,Female,29,2,4,3,9,243,At Risk
CUST01433,Customer 1433,Pondicherry,2026-04-15,259,4,7543.88,Male,29,2,4,3,9,243,At Risk
CUST01434,Customer 1434,Chennai,2026-08-09,143,4,6771.42,Male,42,4,4,3,11,443,Loyal Customers
CUST01435,Customer 1435,Salem,2026-01-09,355,2,3192.38,Female,53,2,1,2,5,212,Need Attention
CUST01436,Customer 1436,Salem,2026-10-07,84,3,3319.29,Male,55,5,3,2,10,532,Potential Loyalists
CUST01437,Customer 1437,Pondicherry,2025-02-26,672,2,1860.44,Female,47,1,1,1,3,111,Lost Customers
CUST01438,Customer 1438,Thanjavur,2026-09-01,120,3,5120.78,Male,27,4,3,2,9,432,Potential Loyalists
CUST01439,Customer 1439,Bengaluru,2026-04-04,270,3,3185.49,Male,58,2,3,1,6,231,At Risk
CUST01440,Customer 1440,Erode,2026-06-28,185,5,8667.76,Other,37,3,4,4,11,344,Loyal Customers
CUST01441,Customer 1441,Thanjavur,2026-06-09,204,2,844.6500000000001,Other,53,3,1,1,5,311,Need Attention
CUST01442,Customer 1442,Vellore,2026-08-30,122,6,9219.279999999999,Other,38,4,5,4,13,454,Champions
CUST01443,Customer 1443,Coimbatore,2026-09-05,116,3,9863.63,Male,51,4,3,4,11,434,Big Spenders
CUST01445,Customer 1445,Coimbatore,2026-02-09,324,2,5874.52,Other,43,2,1,3,6,213,Need Attention
CUST01446,Customer 1446,Hyderabad,2026-03-22,283,3,9318.2,Male,31,2,3,4,9,234,At Risk
CUST01447,Customer 1447,Salem,2026-06-20,193,2,10664.53,Female,41,3,1,4,8,314,Big Spenders
CUST01449,Customer 1449,Coimbatore,2025-08-05,512,1,1264.37,Other,18,1,1,1,3,111,Lost Customers
CUST01450,Customer 1450,Trichy,2026-10-19,72,2,4301.88,Female,46,5,1,2,8,512,New Customers
CUST01451,Customer 1451,Trichy,2025-12-03,392,4,9659.630000000001,Other,57,1,4,4,9,144,At Risk
CUST01452,Customer 1452,Tirunelveli,2026-11-20,40,3,5722.9,Other,38,5,3,3,11,533,Potential Loyalists
CUST01453,Customer 1453,Salem,2026-05-09,235,2,1974.6599999999999,Male,42,3,1,1,5,311,Need Attention
CUST01454,Customer 1454,Chennai,2026-08-28,124,2,1184.59,Other,36,4,1,1,6,411,New Customers
CUST01455,Customer 1455,Vellore,2026-07-09,174,9,16587.71,Female,50,3,5,5,13,355,Loyal Customers
CUST01456,Customer 1456,Salem,2026-10-31,60,3,7135.81,Female,20,5,3,3,11,533,Potential Loyalists
CUST01457,Customer 1457,Vellore,2026-10-21,70,4,6297.82,Male,38,5,4,3,12,543,Loyal Customers
CUST01458,Customer 1458,Vellore,2025-08-11,506,1,924.02,Male,28,1,1,1,3,111,Lost Customers
CUST01459,Customer 1459,Coimbatore,2026-09-11,110,7,14513.03,Male,58,4,5,5,14,455,Champions
CUST01460,Customer 1460,Trichy,2025-05-27,582,2,5022.84,Other,58,1,1,2,4,112,Lost Customers
CUST01461,Customer 1461,Coimbatore,2025-01-29,700,1,962.86,Other,45,1,1,1,3,111,Lost Customers
CUST01462,Customer 1462,Pondicherry,2026-07-02,181,4,14038.69,Other,62,3,4,5,12,345,Loyal Customers
CUST01463,Customer 1463,Coimbatore,2026-11-29,31,6,10442.05,Female,59,5,5,4,14,554,Champions
CUST01464,Customer 1464,Chennai,2025-11-28,397,4,14060.36,Other,27,1,4,5,10,145,At Risk
CUST01465,Customer 1465,Chennai,2026-08-30,122,1,1226.67,Other,39,4,1,1,6,411,New Customers
CUST01466,Customer 1466,Madurai,2025-08-01,516,2,1979.0700000000002,Male,21,1,1,1,3,111,Lost Customers
CUST01467,Customer 1467,Coimbatore,2026-06-23,190,4,8814.52,Female,53,3,4,4,11,344,Loyal Customers
CUST01468,Customer 1468,Tirunelveli,2026-03-18,287,4,11746.9,Male,34,2,4,5,11,245,At Risk
CUST01469,Customer 1469,Tirunelveli,2025-12-13,382,1,1042.49,Female,58,2,1,1,4,211,Need Attention
CUST01470,Customer 1470,Tirunelveli,2025-10-25,431,2,1036.06,Female,19,1,1,1,3,111,Lost Customers
CUST01471,Customer 1471,Chennai,2026-09-23,98,2,2966.26,Male,52,4,1,1,6,411,New Customers
CUST01472,Customer 1472,Coimbatore,2026-02-08,325,3,8976.65,Other,57,2,3,4,9,234,At Risk
CUST01473,Customer 1473,Chennai,2026-08-26,126,6,13464.26,Other,55,4,5,5,14,455,Champions
CUST01474,Customer 1474,Vellore,2026-01-14,350,2,6950.37,Male,40,2,1,3,6,213,Need Attention
CUST01475,Customer 1475,Salem,2026-10-20,71,4,9377.18,Female,61,5,4,4,13,544,Champions
CUST01476,Customer 1476,Erode,2026-02-24,309,2,3112.38,Male,36,2,1,1,4,211,Need Attention
CUST01477,Customer 1477,Chennai,2026-09-07,114,4,9085.880000000001,Female,60,4,4,4,12,444,Champions
CUST01478,Customer 1478,Trichy,2026-03-29,276,3,5201.25,Male,52,2,3,2,7,232,At Risk
CUST01479,Customer 1479,Vellore,2025-10-06,450,1,424.2,Other,43,1,1,1,3,111,Lost Customers
CUST01480,Customer 1480,Salem,2026-07-15,168,6,7530.22,Other,27,3,5,3,11,353,Loyal Customers
CUST01481,Customer 1481,Thanjavur,2026-01-17,347,3,8562.789999999999,Other,59,2,3,4,9,234,At Risk
CUST01482,Customer 1482,Madurai,2025-10-03,453,3,8852.13,Other,53,1,3,4,8,134,At Risk
CUST01483,Customer 1483,Bengaluru,2025-06-28,550,2,2283.17,Male,18,1,1,1,3,111,Lost Customers
CUST01484,Customer 1484,Vellore,2026-06-15,198,3,10157.82,Female,52,3,3,4,10,334,Big Spenders
CUST01485,Customer 1485,Pondicherry,2025-05-31,578,2,5317.41,Female,31,1,1,2,4,112,Lost Customers
CUST01486,Customer 1486,Trichy,2026-08-22,130,2,5030.84,Other,40,4,1,2,7,412,New Customers
CUST01487,Customer 1487,Madurai,2026-01-08,356,2,8410.26,Other,50,2,1,4,7,214,Need Attention
CUST01488,Customer 1488,Bengaluru,2025-11-20,405,6,12480.97,Male,32,1,5,5,11,155,At Risk
CUST01489,Customer 1489,Coimbatore,2026-08-07,145,2,6473.47,Female,30,4,1,3,8,413,New Customers
CUST01490,Customer 1490,Chennai,2026-03-17,288,6,18363.59,Other,54,2,5,5,12,255,At Risk
CUST01491,Customer 1491,Hyderabad,2026-07-23,160,2,4035.63,Other,47,3,1,2,6,312,Need Attention
CUST01492,Customer 1492,Hyderabad,2026-12-18,12,5,7224.4800000000005,Male,36,5,4,3,12,543,Loyal Customers
CUST01493,Customer 1493,Trichy,2026-03-11,294,5,11165.85,Female,24,2,4,5,11,245,At Risk
CUST01494,Customer 1494,Thanjavur,2026-07-16,167,7,16654.66,Other,49,3,5,5,13,355,Loyal Customers
CUST01495,Customer 1495,Hyderabad,2026-10-04,87,4,3931.2,Male,60,5,4,2,11,542,Loyal Customers
CUST01496,Customer 1496,Bengaluru,2026-10-10,81,4,7688.219999999999,Male,36,5,4,3,12,543,Loyal Customers
CUST01497,Customer 1497,Erode,2026-08-18,134,4,6585.68,Male,38,4,4,3,11,443,Loyal Customers
CUST01498,Customer 1498,Hyderabad,2026-01-03,361,4,8916.41,Female,57,2,4,4,10,244,At Risk
CUST01499,Customer 1499,Madurai,2026-07-25,158,3,14016.37,Other,55,3,3,5,11,335,Big Spenders
CUST01500,Customer 1500,Thanjavur,2026-08-09,143,6,4796.87,Other,41,4,5,2,11,452,Loyal Customers
CUST01501,Customer 1501,Thanjavur,2026-01-28,336,2,4776.24,Male,18,2,1,2,5,212,Need Attention
CUST01502,Customer 1502,Pondicherry,2026-11-04,56,3,4070.17,Male,63,5,3,2,10,532,Potential Loyalists
CUST01503,Customer 1503,Thanjavur,2026-06-25,188,4,6295.32,Female,35,3,4,3,10,343,Loyal Customers
CUST01504,Customer 1504,Thanjavur,2025-06-17,561,1,8605.72,Other,64,1,1,4,6,114,Lost Customers
CUST01505,Customer 1505,Erode,2025-06-23,555,4,9938.66,Female,47,1,4,4,9,144,At Risk
CUST01506,Customer 1506,Vellore,2026-08-25,127,4,6322.99,Female,49,4,4,3,11,443,Loyal Customers
CUST01507,Customer 1507,Bengaluru,2026-04-18,256,3,7382.13,Male,59,2,3,3,8,233,At Risk
CUST01508,Customer 1508,Vellore,2026-06-30,183,2,3560.9,Female,26,3,1,2,6,312,Need Attention
CUST01509,Customer 1509,Hyderabad,2026-08-02,150,5,12651.57,Female,64,4,4,5,13,445,Champions
CUST01510,Customer 1510,Chennai,2026-03-20,285,2,9942.720000000001,Other,22,2,1,4,7,214,Need Attention
CUST01511,Customer 1511,Chennai,2026-03-06,299,3,7231.35,Other,58,2,3,3,8,233,At Risk
CUST01512,Customer 1512,Tirunelveli,2026-09-17,104,5,10624.21,Other,55,4,4,4,12,444,Champions
CUST01513,Customer 1513,Chennai,2026-03-13,292,3,16361.300000000001,Other,31,2,3,5,10,235,At Risk
CUST01514,Customer 1514,Vellore,2026-01-26,338,2,1928.3400000000001,Female,52,2,1,1,4,211,Need Attention
CUST01515,Customer 1515,Thanjavur,2025-08-26,491,1,4916.55,Other,27,1,1,2,4,112,Lost Customers
CUST01518,Customer 1518,Tirunelveli,2026-09-23,98,6,19462.54,Other,23,4,5,5,14,455,Champions
CUST01519,Customer 1519,Hyderabad,2026-11-09,51,5,9412.66,Other,18,5,4,4,13,544,Champions
CUST01520,Customer 1520,Madurai,2026-04-11,263,2,4655.6,Other,61,2,1,2,5,212,Need Attention
CUST01521,Customer 1521,Erode,2025-08-06,511,1,3082.3,Other,26,1,1,1,3,111,Lost Customers
CUST01522,Customer 1522,Bengaluru,2026-11-18,42,7,17899.55,Male,54,5,5,5,15,555,Champions
CUST01523,Customer 1523,Pondicherry,2026-06-11,202,3,8506.97,Male,65,3,3,4,10,334,Big Spenders
CUST01524,Customer 1524,Trichy,2026-09-15,106,2,2023.4099999999999,Female,20,4,1,1,6,411,New Customers
CUST01525,Customer 1525,Coimbatore,2026-06-13,200,3,6983.58,Female,32,3,3,3,9,333,Need Attention
CUST01526,Customer 1526,Chennai,2026-12-15,15,3,3162.54,Female,32,5,3,1,9,531,Need Attention
CUST01527,Customer 1527,Thanjavur,2026-05-24,220,5,8602.73,Male,51,3,4,4,11,344,Loyal Customers
CUST01528,Customer 1528,Chennai,2026-03-10,295,2,3848.56,Female,47,2,1,2,5,212,Need Attention
CUST01529,Customer 1529,Coimbatore,2026-12-08,22,3,2659.9700000000003,Other,38,5,3,1,9,531,Need Attention
CUST01530,Customer 1530,Salem,2026-05-05,239,4,5393.01,Other,58,3,4,2,9,342,Loyal Customers
CUST01531,Customer 1531,Bengaluru,2026-10-31,60,6,9188.26,Other,34,5,5,4,14,554,Champions
CUST01532,Customer 1532,Tirunelveli,2026-08-25,127,5,10988.130000000001,Other,29,4,4,5,13,445,Champions
CUST01533,Customer 1533,Bengaluru,2026-10-01,90,4,12839.69,Female,41,5,4,5,14,545,Champions
CUST01534,Customer 1534,Salem,2026-06-03,210,6,12409.6,Male,51,3,5,5,13,355,Loyal Customers
CUST01535,Customer 1535,Tirunelveli,2026-06-10,203,3,4026.6,Male,51,3,3,2,8,332,Need Attention
CUST01536,Customer 1536,Erode,2026-11-11,49,2,7617.82,Female,49,5,1,3,9,513,New Customers
CUST01537,Customer 1537,Madurai,2026-08-15,137,2,3387.04,Male,50,4,1,2,7,412,New Customers
CUST01539,Customer 1539,Trichy,2025-10-02,454,2,3697.3399999999997,Other,35,1,1,2,4,112,Lost Customers
CUST01540,Customer 1540,Thanjavur,2026-08-05,147,2,1564.53,Male,28,4,1,1,6,411,New Customers
CUST01541,Customer 1541,Hyderabad,2025-08-11,506,2,1812.75,Other,25,1,1,1,3,111,Lost Customers
CUST01542,Customer 1542,Pondicherry,2026-02-24,309,2,5475.12,Female,39,2,1,3,6,213,Need Attention
CUST01543,Customer 1543,Erode,2026-11-13,47,3,2856.0699999999997,Female,61,5,3,1,9,531,Need Attention
CUST01544,Customer 1544,Madurai,2026-10-09,82,4,8820.94,Male,55,5,4,4,13,544,Champions
CUST01545,Customer 1545,Trichy,2025-08-21,496,1,2050.06,Female,19,1,1,1,3,111,Lost Customers
CUST01546,Customer 1546,Bengaluru,2025-04-11,628,1,383.2,Male,54,1,1,1,3,111,Lost Customers
CUST01547,Customer 1547,Vellore,2026-06-19,194,4,8234.1,Male,58,3,4,4,11,344,Loyal Customers
CUST01548,Customer 1548,Chennai,2026-10-12,79,6,13022.62,Other,27,5,5,5,15,555,Champions
CUST01549,Customer 1549,Vellore,2025-09-08,478,3,16958.05,Female,29,1,3,5,9,135,At Risk
CUST01550,Customer 1550,Hyderabad,2025-08-28,489,1,4456.23,Other,54,1,1,2,4,112,Lost Customers
CUST01551,Customer 1551,Hyderabad,2026-04-04,270,2,9112.75,Other,64,2,1,4,7,214,Need Attention
CUST01552,Customer 1552,Trichy,2026-11-05,55,2,4833.82,Female,23,5,1,2,8,512,New Customers
CUST01553,Customer 1553,Erode,2026-09-20,101,1,2065.38,Other,48,4,1,1,6,411,New Customers
CUST01554,Customer 1554,Bengaluru,2026-11-01,59,4,9648.0,Male,44,5,4,4,13,544,Champions
CUST01555,Customer 1555,Bengaluru,2026-06-22,191,5,15037.349999999999,Other,29,3,4,5,12,345,Loyal Customers
CUST01556,Customer 1556,Madurai,2026-08-11,141,4,6174.57,Other,34,4,4,3,11,443,Loyal Customers
CUST01557,Customer 1557,Erode,2025-06-11,567,4,11356.68,Other,39,1,4,5,10,145,At Risk
CUST01558,Customer 1558,Trichy,2026-08-29,123,1,402.96,Other,22,4,1,1,6,411,New Customers
CUST01559,Customer 1559,Coimbatore,2026-08-31,121,6,12282.710000000001,Female,26,4,5,5,14,455,Champions
CUST01560,Customer 1560,Vellore,2026-08-01,151,3,5484.31,Male,51,4,3,3,10,433,Potential Loyalists
CUST01561,Customer 1561,Bengaluru,2025-12-17,378,2,2155.25,Female,27,2,1,1,4,211,Need Attention
CUST01562,Customer 1562,Bengaluru,2026-08-24,128,3,7343.0,Male,48,4,3,3,10,433,Potential Loyalists
CUST01563,Customer 1563,Vellore,2026-05-12,232,2,2307.13,Male,52,3,1,1,5,311,Need Attention
CUST01564,Customer 1564,Erode,2026-04-19,255,5,11034.689999999999,Male,23,2,4,5,11,245,At Risk
CUST01565,Customer 1565,Vellore,2024-12-24,736,1,959.48,Male,56,1,1,1,3,111,Lost Customers
CUST01566,Customer 1566,Hyderabad,2026-10-02,89,5,7528.360000000001,Male,61,5,4,3,12,543,Loyal Customers
CUST01567,Customer 1567,Thanjavur,2026-09-21,100,2,7300.24,Other,44,4,1,3,8,413,New Customers
CUST01568,Customer 1568,Vellore,2026-08-01,151,1,1242.34,Male,62,4,1,1,6,411,New Customers
CUST01569,Customer 1569,Tirunelveli,2025-01-13,716,1,1106.67,Male,48,1,1,1,3,111,Lost Customers
CUST01572,Customer 1572,Coimbatore,2026-08-11,141,4,10268.69,Female,32,4,4,4,12,444,Champions
CUST01573,Customer 1573,Tirunelveli,2026-07-12,171,5,13271.92,Other,52,3,4,5,12,345,Loyal Customers
CUST01574,Customer 1574,Pondicherry,2026-08-24,128,6,12732.46,Male,18,4,5,5,14,455,Champions
CUST01575,Customer 1575,Vellore,2026-08-26,126,2,3120.34,Male,54,4,1,1,6,411,New Customers
CUST01576,Customer 1576,Tirunelveli,2026-09-06,115,4,4994.469999999999,Other,18,4,4,2,10,442,Loyal Customers
CUST01577,Customer 1577,Thanjavur,2026-10-09,82,3,2988.2,Male,62,5,3,1,9,531,Need Attention
CUST01578,Customer 1578,Madurai,2026-09-07,114,6,12861.27,Female,24,4,5,5,14,455,Champions
CUST01579,Customer 1579,Salem,2025-12-17,378,4,10392.41,Other,55,2,4,4,10,244,At Risk
CUST01580,Customer 1580,Bengaluru,2026-04-24,250,1,3813.51,Other,45,2,1,2,5,212,Need Attention
CUST01581,Customer 1581,Hyderabad,2026-09-20,101,3,9911.72,Other,35,4,3,4,11,434,Big Spenders
CUST01582,Customer 1582,Vellore,2026-10-18,73,4,6846.34,Male,44,5,4,3,12,543,Loyal Customers
CUST01583,Customer 1583,Madurai,2024-12-31,729,1,656.86,Other,48,1,1,1,3,111,Lost Customers
CUST01584,Customer 1584,Erode,2026-07-21,162,2,4395.76,Other,53,3,1,2,6,312,Need Attention
CUST01585,Customer 1585,Thanjavur,2026-09-06,115,8,10301.119999999999,Female,54,4,5,4,13,454,Champions
CUST01586,Customer 1586,Pondicherry,2026-11-14,46,2,4038.49,Other,43,5,1,2,8,512,New Customers
CUST01587,Customer 1587,Pondicherry,2026-10-11,80,5,17224.5,Other,25,5,4,5,14,545,Champions
CUST01588,Customer 1588,Madurai,2026-08-28,124,4,11670.84,Female,62,4,4,5,13,445,Champions
CUST01589,Customer 1589,Tirunelveli,2025-06-06,572,2,4008.05,Male,50,1,1,2,4,112,Lost Customers
CUST01590,Customer 1590,Bengaluru,2026-06-05,208,4,8946.529999999999,Female,53,3,4,4,11,344,Loyal Customers
CUST01591,Customer 1591,Chennai,2026-04-25,249,1,1984.91,Other,63,2,1,1,4,211,Need Attention
CUST01592,Customer 1592,Chennai,2026-10-04,87,5,11371.62,Female,58,5,4,5,14,545,Champions
